SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
1286,,,,,Ibandronate and zoledronate are permitted to use by injection in the treatment of osteoporosis in US and Europe and have shown a significant effect in fracture prevention.,,,,
1287,,,,,"Accordingly, a diagnosis of possible delayed onset jaw osteonecrosis associated with zoledronate was made.",,,,
1288,,,,,Zoledronate once-yearly increases bone mineral density--implications for osteoporosis.,,,,
1289,,,,,Background     zoledronate suppresses human sarcomas by blocking the formation of geranylgeranyl diphosphate (GGPP)    via     inhibiting GGPP synthase.,,,,
1290,,,,,"Using the same low-dose and longer time course for treatment, we demonstrate that 10 uM zol also significantly inhibits tumor cell migration and 3D-cell growth/invasion.",,,,
1291,,,,,Background: Bisphosphonates (BPs) including zoledronate (zol) have become standard care for bone metastases as they effectively inhibit tumor-induced osteolysis and associated pain.,,,,
1292,,,,,"Treatment of tumor cells by the mevalonate pathway inhibitor, zoledronate, enhanced the killing of both HCC and CRC.",,,,
1293,,,,,"If the increases in bone mineral density with zoledronate translate into reduced fractures, once-yearly intravenous zoledronate could be simple prophylaxis for postmenopausal osteoporosis.",,,,
1294,,,,,"As Zol enjoys a considerable potential in treating and preventing osteoporosis, it can be used as one of the effective treatments in this field.",,,,
1295,,,,,Removal of matrix-bound zoledronate prevents post-extraction osteonecrosis of the jaw by rescuing osteoclast function.,,,,
1296,,,,,"5 mg-infusion of zoledronate in the 90 days following hip fracture, then annual, decreases new clinical fractures and improves survival.",,,,
1297,,,,,CONCLUSIONS AND CLINICAL RELEVANCE: Zoledronate may reduce subchondral bone loss and effect markers of bone metabolism in dogs with experimentally induced instability of the stifle joint and subsequent development of osteoarthritis.,,,,
1298,,,,,"A cost utility analysis from the health care system perspective compared alendronate, etidronate, risedronate, zoledronate, denosumab, and no pharmacotherapy using a Markov model incorporating data on fracture risk and their associated costs, mortality, and disutility and treatment effect.",,,,
1299,,,,,"Also the potency of N-BPs might be different, suggesting a greater risk of osteonecrosis of the jaw with zoledronate.",,,,
1300,,,,,"A 77-year-old man, treated with risedronic acid to prevent corticosteroid-induced osteoporosis, was admitted to hospital with acute abdominal pain.",,,,
1301,,,,,"Effect of ibandronate on spontaneous osteonecrosis of the knee: a randomized, double-blind, placebo-controlled trial.",,,,
1302,,,,,Here we specifically studied the effects of the BP ibandronate on visceral metastases of breast cancer using two animal models.,,,,
1303,,,,,"Bisphosphonates [alendronate (ALD), ibandronate (IBD) and risedronate (RSD)] are potential candidates to prevent PHT-induced bone disorders, and the present study evaluated their effect on the antiepileptic efficacy of PHT.",,,,
1304,,,,,"Intravenous ibandronate rapidly reduces pain, neurochemical indices of central sensitization, tumor burden, and skeletal destruction in a mouse model of bone cancer.",,,,
1305,,,,,"OBJECTIVES: To investigate the efficacy, safety, and dose-response of once-weekly oral ibandronate in the prevention of postmenopausal bone loss.",,,,
1306,,,,,These data support the potential for the long-term administration of ibandronate by intermittent iv bolus injections in humans to prevent osteoporosis and improve bone quality at clinically relevant sites.,,,,
1307,,,,,"The incidence of diarrhoea, nausea and adverse renal events was similar between the ibandronate and placebo groups, but ibandronate was associated with greater risk of abdominal pain.",,,,
1308,,,,,The study showed that 2.5 mg ibandronate per day was efficient for prevention of bone loss and increment in bone mass in a population of women at particular risk of osteoporosis because of low bone mass.,,,,
1309,,,,,OBJECTIVES: The aim of this study was to compare the efficacy of administration of glucosamine alone and its combination with alendronate in osteoarthritis of the knee.,,,,
1310,,,,,"To clarify this issue, we investigated the effects of genistein on bone compared with alendronate in experimental GIO.",,,,
1311,,,,,Comparison of zinc excretion and biochemical markers of bone remodelling in the assessment of the effects of alendronate and calcitonin on bone in postmenopausal osteoporosis.,,,,
1312,,,,,Alendronate-induced asthma.,,,,
1313,,,,,The in-vitro bone-repairing efficacy of PLGA/HA-AL system was first tested with macrophages that are identified as precursors of osteoclasts and potentially responsible for osteoporosis.,,,,
1314,,,,,Alendronate as an effective countermeasure to disuse induced bone loss.,,,,
1315,,,,,"EXPERT OPINION: Compared to antiresorptive (AR) agents, its unique mechanism of action results in a quicker and greater increase in low bone mineral density, it repairs and restores trabecular and cortical bone microarchitecture, and reduces fracture risk more rapidly and more effectively than the AR alendronate, with persisting effects for at least two years after transition to ARs.",,,,
1316,,,,,The Effect of Alendronate on Bone Mineral Disorder in Renal Transplant Patients.,,,,
1317,,,,,This study investigated the effects of pre-emptive use of ALN on OA related osteoclastic subchondral bone resorption in an in vivo rat model for severe OA.,,,,
1318,,,,,The role of alendronate in mitigating perimenopausal bone loss: a double-blind randomized controlled pilot study.,,,,
1319,,,,,"Furthermore, the effects of alendronate on osteoporosis have been histologically evaluated.",,,,
1320,,,,,We studied the effect of the aminobisphosphonate sodium alendronate (SA) in experimental periodontitis.,,,,
1321,,,,,We studied the effect of ALN on bone loss prevention in type 2 diabetes mellitus patients with periodontal disease.,,,,
1322,,,,,Alendronate slows down aortic stenosis progression in osteoporotic patients: An observational prospective study.,,,,
1323,,,,,"For alendronate, reduced risk associations were found for prostate cancer in the QResearch (OR: 0.81, 95% CI: 0.70-0.93) and combined (OR: 0.84, 95% CI: 0.75-0.93) analyses (trend with duration P-values 0.009 and 0.001).",,,,
1324,,,,,"Also, the alendronate would seem to antagonise the osteopenia of L-thyroxine, though this mechanism is still unknown.",,,,
1325,,,,,(3) Three trials have shown that 5 mg/day alendronic acid slows postmenopausal bone loss.,,,,
1326,,,,,"Therefore, we propose the use of alendronate as a disease modifying agent to help slow and prevent OA.",,,,
1327,,,,,"Bisphosphonates [alendronate (ALD), ibandronate (IBD) and risedronate (RSD)] are potential candidates to prevent PHT-induced bone disorders, and the present study evaluated their effect on the antiepileptic efficacy of PHT.",,,,
1328,,,,,"Alendronate (alendronic acid; 4-amino-1-hydroxybutylidene bisphosphonate) has demonstrated effectiveness orally in the treatment and prevention of postmenopausal osteoporosis, corticosteroid-induced osteoporosis and Paget's disease of the bone.",,,,
1329,,,,,Alendronate (Fosamax) is used in the treatment and prevention of metabolic bone disease and has also been associated with severe oesophageal damage and stricture.,,,,
1330,,,,,Data from the Danish cohort (n = 67) of a multicenter trial of oral alendronate in the prevention of postmenopausal osteoporosis were used to evaluate the capacity of the biochemical markers to predict changes in bone mineral density (BMD).,,,,
1331,,,,,"In this study we aim to investigate the combined effects of quercetin and alendronate on the markers of osteoporosis, autophagy, and apoptosis in the bone of ovariectomized rats.",,,,
1332,,,,,We investigated if BTM measured before or during treatment discontinuation with ALN predict bone loss after 1 or 2 years.,,,,
1333,,,,,The association of IFN and Pam led to a major increase in bone marrow density in osteoporosis with concomitant mastocytosis and this gain was then maintained by monthly infusions of Pam.,,,,
1334,,,,,Effect of calcitriol and pamidronate in multiple myeloma.,,,,
1335,,,,,"MATERIALS AND METHODS: We examined the antiproliferative effects of 1,24(OH)2D2 in combination with the bisphosphonate pamidronate on multiple myeloma (H929), prostate (LNCaP) and breast (MCF-7) cancer cell lines.",,,,
1336,,,,,The aim of this study was to evaluate the effect of pamidronate on the osteoporosis of thalassaemia.,,,,
1337,,,,,Intravenous pamidronate reduces osteoporosis and improves formation of the regenerate during distraction osteogenesis.,,,,
1338,,,,,"In this study in hairless mice, we compared two UVB absorbers, 2-ethylhexyl-p-methoxycinnamate (2-EHMC) and octyl-N-dimethyl-p-aminobenzoate (o-PABA), individually formulated in a common base lotion with a sunburn protection factor of 6.",,,,
1339,,,,,[Changes in nerve excitability & conductibility induced by novocaine combined with p-aminobenzoic acid (vitamin H1)].,,,,
1340,,,,,The effect of diazepam (Valium) and nitrazepam (Mogadon) on picrotoxin induced seizures in rabbits.,,,,
1341,,,,,The effect of nitrazepam on depression and curiosity in behavioral tests in mice: The role of potassium channels.,,,,
1342,,,,,"Among the 5 anticonvulsants studied, phenobarbital (30 mg/kg) and nitrazepam (3 mg/kg) completely antagonized the seizures; carbamazepine showed a moderate effect; and phenytoin as well as sodium valproate showed little effect.",,,,
1343,,,,,NZP was discontinued if there was < 50% seizure reduction or significant side effects.,,,,
1344,,,,,"Large iontophoretic doses (5--30 nA, 0.1 M solution) of flurazepam induced a depression of spike amplitude.",,,,
1345,,,,,"In some cases triazolam is useful for the treatment of DSPS, but in others, triazolam induces a depressive state.",,,,
1346,,,,,"This study was undertaken to determine whether a single night's use of triazolam by normal healthy sleepers leads to withdrawal insomnia on the subsequent night, and whether there is a dose response relationship to this phenomenon.",,,,
1347,,,,,OBJECTIVE: To evaluate the effects of triazolam upon insomnia and daytime sleepiness in patients with rheumatoid arthritis (RA).,,,,
1348,,,,,Attenuation of anxiety in ambulatory oral surgery patients with oral triazolam.,,,,
1349,,,,,"The association of increased CCL2 levels with delirium remained robust in various models controlling for age, presence of shock, Sequential Organ Failure Assessment score, Acute Physiology and Chronic Health Evaluation IV score, mean arterial pressure at presentation, lowest mean arterial pressure, and total opioid, midazolam, propofol, and dexmedetomidine exposure.",,,,
